"TITLE","PATH","TYPE","SIZE","ADDED","ADDED BY","MODIFIED","MODIFIED BY","EXPIRES","PUBLISH STATUS","PUBLISHED","PUBLISHED BY","FREQUENCY","REFERENCES","SHRSS BRAND","SHRSS CATEGORY","SHRSS LOB","SHRSS PRODUCT","SHRSS PROPERTY","SHRSS TYPE","SHRSS VENUES","DC:TITLE","DC:DESCRIPTION","DC:SUBJECT","DC:FORMAT",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/four-hard-rock-hotel-and-casino-properties-receive-honors-from-the-2020-stella-awards-for-their-commitment-to-excellence-in-the-meetings-and-events-space","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-cafe-and-lionel-messi-team-up-to-bring-the-messi-burger-champions-edition-to-fans-worldwide","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-internationals-vast-offerings-come-together-for-global-launch-of-unity-by-hard-rock-loyalty-program-and-new-star-studded-campaign","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/2024-03-12-rocksino-by-hard-rock-deadwood-hotel","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/forbes-magazine-recognizes-hard-rock-as-one-of-americas-best-large-employers-across-travel-leisure-and-entertainment-for-2022","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-atlantic-city-kicks-off-12-days-of-giving-with-over-50-000-to-local-charitable-organizations","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-heals-foundation-to-award-250-000-to-charity-grant-recipients-around-the-world-in-2019","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-offers-come-together-experience-with-lionel-messi-to-celebrate-unity-by-hard-rock-global-loyalty-program","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-bet-announces-illinois-launch","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-hotels-launches-its-unleashed-pet-program-for-fourlegged-guests","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/over-250-organizations-participate-in-hard-rocks-job-and-info-session-in-queens","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/seminole-tribe-of-florida-and-hard-rock-international-honored-with-freedom-award-from-pact-protect-all-children-from-trafficking","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/seminole-hard-rock-named-top-employer-of-choice-in-gaming-industry-for-fourth-year-in-a-row","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-upholds-save-the-planet-commitment-by-going-dark-for-earth-hour-in-partnership-with-world-wildlife-fund","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-brings-its-new-hotel-brand-to-europe-with-opening-of-reverb-by-hard-rock-hamburg","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-hotel-new-york-hosts-topping-out-ceremony-at-its-future-location-in-times-square","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hospital-nurse-who-treats-covid-patients-wins-112-245-2022-bmw-x7-as-seminole-hard-rock-tampa-celebrates-billion-dollar-jackpot-milestone","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-partners-with-invicta-watch-company-to-launch-watches-fit-for-a-rockstar","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-names-allie-evangelista-new-president-of-hard-rock-hotel-and-casino-bristol","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-reveals-next-gaming-property-hard-rock-casino-cincinnati","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-hotel-and-casino-tejon-breaks-ground","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-hotels-set-the-stage-for-unforgettable-love-stories","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-cafe-releases-the-golden-solo-performed-on-worlds-first-playable-burger-powered-guitar","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-presents-the-artists-dens-digital-series-live-from-my-den","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-appoints-kimberly-manna-as-new-senior-vice-president-of-retail-and-licensing","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-and-john-legend-come-together-for-good-at-special-performance-for-unity-by-hard-rock-members","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-hotels-tops-the-charts-again-as-1-in-guest-satisfaction-in-the-2022-j-d-power-study","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-launches-bahamas-strong-t-shirt-to-benefit-hurricane-dorian-relief-efforts","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-steps-into-next-era-of-lionel-messi-partnership-with-launch-of-new-messi-chicken-sandwich","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/seminole-tribe-of-florida-signs-agreements-with-five-pari-mutuels-in-preparation-for-hard-rock-sportsbook-mobile-app-launch-in-florida","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/social-gloves-battle-of-the-platforms-to-host-fans-at-miami-gardens-hard-rock-stadium-on-saturday-june-12","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-announces-partnership-with-stewarts-enterprises-inc-to-launch-hard-rock-premium-hard-seltzer","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-unveils-we-are-initiative-with-director-actress-and-activist-eva-longoria-and-charity-partners-for-international-womens-month","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-and-seminole-gaming-surprise-u-s-workforce-with-substantial-wage-increases-nationwide","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-acquires-casino-premise-license-in-london","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-hotel-marbella-to-officially-open-doors-on-14-july","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/gumball-3000-and-hard-rock-international-extend-partnership","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-encourages-all-to-love-out-loud-this-pride-month-with-new-limited-edition-retail-and-series-of-global-events-throughout-june-with-halsey","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-launches-hard-rock-digital-joint-venture-with-gaming-industry-veteran-leaders","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-internationals-pinktober-auction-open-with-exclusive-autographed-lionel-messi-cleats-and-oracle-red-bull-racing-gear-to-raise-funds-for-breast-cancer-research-and-awareness","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-atlantic-city-to-host-black-history-month-2022-tribute","","","","","","","","","","","image/jpeg",
"Hard Rock_News_logo.jpg","/content/dam/shrss/corporate/logos/Hard Rock_News_logo.jpg",IMAGE,27.2 KB,2025-10-31T22:14:04.369Z,mross@adobe.com,2025-11-14T19:31:24.455Z,mross@adobe.com,,Published,2025-11-18T17:44:59.472Z,workflow-process-service,0,"/content/shrss/corporate/hardrock/en/blog/hard-rock-international-reignites-love-out-loud-pride-month-2024-celebration-with-special-events-hotel-suites-music-experiences-cocktails-and-merch","","","","","","","","","","","image/jpeg",
